pair_id,rgb_frame_idx,timestamp,section,rgb_error_ms,label,modality
pair_00037,155,2020-09-24T13:09:35.268000,6,14.934738548844528,thermal,thermal-rgb
pair_00038,155,2020-09-24T13:09:35.268000,6,14.934738548844528,thermal,thermal-rgb
pair_00039,155,2020-09-24T13:09:35.268000,6,14.934738548844528,thermal,thermal-rgb
pair_00040,155,2020-09-24T13:09:35.268000,6,14.934738548844528,thermal,thermal-rgb
pair_00041,155,2020-09-24T13:09:35.268000,6,14.934738548844528,thermal,thermal-rgb
pair_00042,155,2020-09-24T13:09:35.268000,6,14.934738548844528,thermal,thermal-rgb
pair_00043,155,2020-09-24T13:09:35.268000,6,14.934738548844528,thermal,thermal-rgb
pair_00044,179,2020-09-24T13:09:36.268000,7,12.223753546818372,thermal,thermal-rgb
pair_00045,179,2020-09-24T13:09:36.268000,7,12.223753546818372,thermal,thermal-rgb
pair_00046,179,2020-09-24T13:09:36.268000,7,12.223753546818372,thermal,thermal-rgb
pair_00047,179,2020-09-24T13:09:36.268000,7,12.223753546818372,thermal,thermal-rgb
pair_00048,179,2020-09-24T13:09:36.268000,7,12.223753546818372,thermal,thermal-rgb
pair_00049,179,2020-09-24T13:09:36.268000,7,12.223753546818372,thermal,thermal-rgb
pair_00050,204,2020-09-24T13:09:37.268000,1,1.1528171868651071,thermal,thermal-rgb
pair_00051,204,2020-09-24T13:09:37.268000,8,1.1528171868651071,thermal,thermal-rgb
pair_00052,204,2020-09-24T13:09:37.268000,8,1.1528171868651071,thermal,thermal-rgb
pair_00053,204,2020-09-24T13:09:37.268000,8,1.1528171868651071,thermal,thermal-rgb
pair_00054,204,2020-09-24T13:09:37.268000,8,1.1528171868651071,thermal,thermal-rgb
pair_00055,204,2020-09-24T13:09:37.268000,8,1.1528171868651071,thermal,thermal-rgb
pair_00056,204,2020-09-24T13:09:37.268000,8,1.1528171868651071,thermal,thermal-rgb
pair_00057,204,2020-09-24T13:09:37.268000,8,1.1528171868651071,thermal,thermal-rgb
pair_00058,204,2020-09-24T13:09:37.268000,8,1.1528171868651071,thermal,thermal-rgb
pair_00059,229,2020-09-24T13:09:38.268000,9,14.529387920550363,thermal,thermal-rgb
pair_00060,229,2020-09-24T13:09:38.268000,9,14.529387920550363,thermal,thermal-rgb
pair_00061,229,2020-09-24T13:09:38.268000,9,14.529387920550363,thermal,thermal-rgb
pair_00062,229,2020-09-24T13:09:38.268000,9,14.529387920550363,thermal,thermal-rgb
pair_00063,229,2020-09-24T13:09:38.268000,9,14.529387920550363,thermal,thermal-rgb
pair_00064,229,2020-09-24T13:09:38.268000,9,14.529387920550363,thermal,thermal-rgb
pair_00065,229,2020-09-24T13:09:38.268000,9,14.529387920550363,thermal,thermal-rgb
pair_00066,229,2020-09-24T13:09:38.268000,9,14.529387920550363,thermal,thermal-rgb
pair_00067,253,2020-09-24T13:09:39.268000,10,12.629104175113426,thermal,thermal-rgb
pair_00068,253,2020-09-24T13:09:39.268000,10,12.629104175113426,thermal,thermal-rgb
pair_00069,253,2020-09-24T13:09:39.268000,10,12.629104175113426,thermal,thermal-rgb
pair_00070,253,2020-09-24T13:09:39.268000,10,12.629104175113426,thermal,thermal-rgb
pair_00071,253,2020-09-24T13:09:39.268000,10,12.629104175113426,thermal,thermal-rgb
pair_00072,253,2020-09-24T13:09:39.268000,10,12.629104175113426,thermal,thermal-rgb
pair_00073,253,2020-09-24T13:09:39.268000,10,12.629104175113426,thermal,thermal-rgb
pair_00074,253,2020-09-24T13:09:39.268000,10,12.629104175113426,thermal,thermal-rgb
pair_00075,278,2020-09-24T13:09:40.268000,11,0.7474665585718299,thermal,thermal-rgb
pair_00076,278,2020-09-24T13:09:40.268000,11,0.7474665585718299,thermal,thermal-rgb
pair_00077,278,2020-09-24T13:09:40.268000,11,0.7474665585718299,thermal,thermal-rgb
pair_00078,278,2020-09-24T13:09:40.268000,11,0.7474665585718299,thermal,thermal-rgb
pair_00079,278,2020-09-24T13:09:40.268000,11,0.7474665585718299,thermal,thermal-rgb
pair_00080,278,2020-09-24T13:09:40.268000,11,0.7474665585718299,thermal,thermal-rgb
pair_00081,278,2020-09-24T13:09:40.268000,11,0.7474665585718299,thermal,thermal-rgb
pair_00082,303,2020-09-24T13:09:41.268000,1,14.124037292257086,thermal,thermal-rgb
pair_00083,303,2020-09-24T13:09:41.268000,12,14.124037292257086,thermal,thermal-rgb
pair_00084,303,2020-09-24T13:09:41.268000,12,14.124037292257086,thermal,thermal-rgb
pair_00085,303,2020-09-24T13:09:41.268000,12,14.124037292257086,thermal,thermal-rgb
pair_00086,303,2020-09-24T13:09:41.268000,12,14.124037292257086,thermal,thermal-rgb
pair_00087,303,2020-09-24T13:09:41.268000,12,14.124037292257086,thermal,thermal-rgb
pair_00088,303,2020-09-24T13:09:41.268000,12,14.124037292257086,thermal,thermal-rgb
pair_00089,303,2020-09-24T13:09:41.268000,12,14.124037292257086,thermal,thermal-rgb
pair_00090,303,2020-09-24T13:09:41.268000,12,14.124037292257086,thermal,thermal-rgb
pair_00091,327,2020-09-24T13:09:42.268000,13,13.034454803406703,thermal,thermal-rgb
pair_00092,327,2020-09-24T13:09:42.268000,13,13.034454803406703,thermal,thermal-rgb
pair_00093,327,2020-09-24T13:09:42.268000,13,13.034454803406703,thermal,thermal-rgb
pair_00094,327,2020-09-24T13:09:42.268000,13,13.034454803406703,thermal,thermal-rgb
pair_00095,327,2020-09-24T13:09:42.268000,13,13.034454803406703,thermal,thermal-rgb
pair_00096,327,2020-09-24T13:09:42.268000,13,13.034454803406703,thermal,thermal-rgb
pair_00097,327,2020-09-24T13:09:42.268000,13,13.034454803406703,thermal,thermal-rgb
pair_00098,352,2020-09-24T13:09:43.268000,14,0.3421159302785526,thermal,thermal-rgb
pair_00099,352,2020-09-24T13:09:43.268000,14,0.3421159302785526,thermal,thermal-rgb
pair_00100,352,2020-09-24T13:09:43.268000,14,0.3421159302785526,thermal,thermal-rgb
pair_00101,352,2020-09-24T13:09:43.268000,14,0.3421159302785526,thermal,thermal-rgb
pair_00102,352,2020-09-24T13:09:43.268000,14,0.3421159302785526,thermal,thermal-rgb
pair_00103,352,2020-09-24T13:09:43.268000,14,0.3421159302785526,thermal,thermal-rgb
pair_00104,352,2020-09-24T13:09:43.268000,14,0.3421159302785526,thermal,thermal-rgb
pair_00105,352,2020-09-24T13:09:43.268000,14,0.3421159302785526,thermal,thermal-rgb
pair_00106,377,2020-09-24T13:09:44.268000,15,13.718686663962032,thermal,thermal-rgb
pair_00107,377,2020-09-24T13:09:44.268000,15,13.718686663962032,thermal,thermal-rgb
pair_00108,377,2020-09-24T13:09:44.268000,15,13.718686663962032,thermal,thermal-rgb
pair_00109,377,2020-09-24T13:09:44.268000,15,13.718686663962032,thermal,thermal-rgb
pair_00110,377,2020-09-24T13:09:44.268000,15,13.718686663962032,thermal,thermal-rgb
pair_00111,377,2020-09-24T13:09:44.268000,15,13.718686663962032,thermal,thermal-rgb
pair_00112,377,2020-09-24T13:09:44.268000,15,13.718686663962032,thermal,thermal-rgb
pair_00113,377,2020-09-24T13:09:44.268000,15,13.718686663962032,thermal,thermal-rgb
pair_00114,401,2020-09-24T13:09:45.268000,16,13.439805431701757,thermal,thermal-rgb
pair_00115,401,2020-09-24T13:09:45.268000,16,13.439805431701757,thermal,thermal-rgb
pair_00116,401,2020-09-24T13:09:45.268000,16,13.439805431701757,thermal,thermal-rgb
pair_00117,401,2020-09-24T13:09:45.268000,16,13.439805431701757,thermal,thermal-rgb
pair_00118,401,2020-09-24T13:09:45.268000,16,13.439805431701757,thermal,thermal-rgb
pair_00119,401,2020-09-24T13:09:45.268000,16,13.439805431701757,thermal,thermal-rgb
pair_00120,401,2020-09-24T13:09:45.268000,16,13.439805431701757,thermal,thermal-rgb
pair_00121,401,2020-09-24T13:09:45.268000,16,13.439805431701757,thermal,thermal-rgb
pair_00122,426,2020-09-24T13:09:46.268000,17,0.0632346980147247,thermal,thermal-rgb
pair_00123,426,2020-09-24T13:09:46.268000,17,0.0632346980147247,thermal,thermal-rgb
pair_00124,426,2020-09-24T13:09:46.268000,17,0.0632346980147247,thermal,thermal-rgb
pair_00125,426,2020-09-24T13:09:46.268000,17,0.0632346980147247,thermal,thermal-rgb
pair_00126,426,2020-09-24T13:09:46.268000,17,0.0632346980147247,thermal,thermal-rgb
pair_00127,426,2020-09-24T13:09:46.268000,17,0.0632346980147247,thermal,thermal-rgb
pair_00128,426,2020-09-24T13:09:46.268000,17,0.0632346980147247,thermal,thermal-rgb
pair_00129,451,2020-09-24T13:09:47.268000,18,13.313336035668755,thermal,thermal-rgb
pair_00130,451,2020-09-24T13:09:47.268000,18,13.313336035668755,thermal,thermal-rgb
pair_00131,451,2020-09-24T13:09:47.268000,18,13.313336035668755,thermal,thermal-rgb
pair_00132,451,2020-09-24T13:09:47.268000,18,13.313336035668755,thermal,thermal-rgb
pair_00133,451,2020-09-24T13:09:47.268000,18,13.313336035668755,thermal,thermal-rgb
pair_00134,451,2020-09-24T13:09:47.268000,18,13.313336035668755,thermal,thermal-rgb
pair_00135,451,2020-09-24T13:09:47.268000,18,13.313336035668755,thermal,thermal-rgb
pair_00136,451,2020-09-24T13:09:47.268000,18,13.313336035668755,thermal,thermal-rgb
pair_00137,475,2020-09-24T13:09:48.268000,19,13.845156059993258,thermal,thermal-rgb
pair_00138,475,2020-09-24T13:09:48.268000,19,13.845156059993258,thermal,thermal-rgb
pair_00139,475,2020-09-24T13:09:48.268000,19,13.845156059993258,thermal,thermal-rgb
pair_00140,475,2020-09-24T13:09:48.268000,19,13.845156059993258,thermal,thermal-rgb
pair_00141,475,2020-09-24T13:09:48.268000,19,13.845156059993258,thermal,thermal-rgb
pair_00142,475,2020-09-24T13:09:48.268000,19,13.845156059993258,thermal,thermal-rgb
pair_00143,475,2020-09-24T13:09:48.268000,19,13.845156059993258,thermal,thermal-rgb
pair_00144,475,2020-09-24T13:09:48.268000,19,13.845156059993258,thermal,thermal-rgb
pair_00145,500,2020-09-24T13:09:49.268000,20,0.46858532630977834,thermal,thermal-rgb
pair_00146,500,2020-09-24T13:09:49.268000,20,0.46858532630977834,thermal,thermal-rgb
pair_00147,500,2020-09-24T13:09:49.268000,20,0.46858532630977834,thermal,thermal-rgb
pair_00148,500,2020-09-24T13:09:49.268000,20,0.46858532630977834,thermal,thermal-rgb
pair_00149,500,2020-09-24T13:09:49.268000,20,0.46858532630977834,thermal,thermal-rgb
pair_00150,500,2020-09-24T13:09:49.268000,20,0.46858532630977834,thermal,thermal-rgb
pair_00151,500,2020-09-24T13:09:49.268000,20,0.46858532630977834,thermal,thermal-rgb
pair_00152,525,2020-09-24T13:09:50.268000,21,12.907985407373701,thermal,thermal-rgb
pair_00153,525,2020-09-24T13:09:50.268000,21,12.907985407373701,thermal,thermal-rgb
pair_00154,525,2020-09-24T13:09:50.268000,21,12.907985407373701,thermal,thermal-rgb
pair_00155,525,2020-09-24T13:09:50.268000,21,12.907985407373701,thermal,thermal-rgb
pair_00156,525,2020-09-24T13:09:50.268000,21,12.907985407373701,thermal,thermal-rgb
pair_00157,525,2020-09-24T13:09:50.268000,21,12.907985407373701,thermal,thermal-rgb
pair_00158,525,2020-09-24T13:09:50.268000,21,12.907985407373701,thermal,thermal-rgb
pair_00159,525,2020-09-24T13:09:50.268000,21,12.907985407373701,thermal,thermal-rgb
pair_00160,549,2020-09-24T13:09:51.268000,22,14.250506688288311,thermal,thermal-rgb
pair_00161,549,2020-09-24T13:09:51.268000,22,14.250506688288311,thermal,thermal-rgb
pair_00162,549,2020-09-24T13:09:51.268000,22,14.250506688288311,thermal,thermal-rgb
pair_00163,549,2020-09-24T13:09:51.268000,22,14.250506688288311,thermal,thermal-rgb
pair_00164,549,2020-09-24T13:09:51.268000,22,14.250506688288311,thermal,thermal-rgb
pair_00165,549,2020-09-24T13:09:51.268000,22,14.250506688288311,thermal,thermal-rgb
pair_00166,549,2020-09-24T13:09:51.268000,22,14.250506688288311,thermal,thermal-rgb
pair_00167,549,2020-09-24T13:09:51.268000,22,14.250506688288311,thermal,thermal-rgb
pair_00168,574,2020-09-24T13:09:52.268000,23,0.8739359546012793,thermal,thermal-rgb
pair_00169,574,2020-09-24T13:09:52.268000,23,0.8739359546012793,thermal,thermal-rgb
pair_00170,574,2020-09-24T13:09:52.268000,23,0.8739359546012793,thermal,thermal-rgb
pair_00171,574,2020-09-24T13:09:52.268000,23,0.8739359546012793,thermal,thermal-rgb
pair_00172,574,2020-09-24T13:09:52.268000,23,0.8739359546012793,thermal,thermal-rgb
pair_00173,574,2020-09-24T13:09:52.268000,23,0.8739359546012793,thermal,thermal-rgb
pair_00174,574,2020-09-24T13:09:52.268000,23,0.8739359546012793,thermal,thermal-rgb
pair_00175,574,2020-09-24T13:09:52.268000,23,0.8739359546012793,thermal,thermal-rgb
pair_00176,599,2020-09-24T13:09:53.268000,24,12.5026347790822,thermal,thermal-rgb
pair_00177,599,2020-09-24T13:09:53.268000,24,12.5026347790822,thermal,thermal-rgb
pair_00178,599,2020-09-24T13:09:53.268000,24,12.5026347790822,thermal,thermal-rgb
pair_00179,599,2020-09-24T13:09:53.268000,24,12.5026347790822,thermal,thermal-rgb
pair_00180,599,2020-09-24T13:09:53.268000,24,12.5026347790822,thermal,thermal-rgb
pair_00181,599,2020-09-24T13:09:53.268000,24,12.5026347790822,thermal,thermal-rgb
pair_00182,599,2020-09-24T13:09:53.268000,24,12.5026347790822,thermal,thermal-rgb
pair_00183,599,2020-09-24T13:09:53.268000,24,12.5026347790822,thermal,thermal-rgb
pair_00184,623,2020-09-24T13:09:54.268000,25,14.655857316579812,thermal,thermal-rgb
pair_00185,623,2020-09-24T13:09:54.268000,25,14.655857316579812,thermal,thermal-rgb
pair_00186,623,2020-09-24T13:09:54.268000,25,14.655857316579812,thermal,thermal-rgb
pair_00187,623,2020-09-24T13:09:54.268000,25,14.655857316579812,thermal,thermal-rgb
pair_00188,623,2020-09-24T13:09:54.268000,25,14.655857316579812,thermal,thermal-rgb
pair_00189,623,2020-09-24T13:09:54.268000,25,14.655857316579812,thermal,thermal-rgb
pair_00190,623,2020-09-24T13:09:54.268000,25,14.655857316579812,thermal,thermal-rgb
pair_00191,623,2020-09-24T13:09:54.268000,25,14.655857316579812,thermal,thermal-rgb
pair_00192,648,2020-09-24T13:09:55.268000,26,1.279286582896333,thermal,thermal-rgb
pair_00193,648,2020-09-24T13:09:55.268000,26,1.279286582896333,thermal,thermal-rgb
pair_00194,648,2020-09-24T13:09:55.268000,26,1.279286582896333,thermal,thermal-rgb
pair_00195,648,2020-09-24T13:09:55.268000,26,1.279286582896333,thermal,thermal-rgb
pair_00196,648,2020-09-24T13:09:55.268000,26,1.279286582896333,thermal,thermal-rgb
pair_00197,648,2020-09-24T13:09:55.268000,26,1.279286582896333,thermal,thermal-rgb
pair_00198,648,2020-09-24T13:09:55.268000,26,1.279286582896333,thermal,thermal-rgb
pair_00199,648,2020-09-24T13:09:55.268000,26,1.279286582896333,thermal,thermal-rgb
pair_00200,673,2020-09-24T13:09:56.268000,27,12.097284150787146,thermal,thermal-rgb
pair_00201,673,2020-09-24T13:09:56.268000,27,12.097284150787146,thermal,thermal-rgb
pair_00202,673,2020-09-24T13:09:56.268000,27,12.097284150787146,thermal,thermal-rgb
pair_00203,673,2020-09-24T13:09:56.268000,27,12.097284150787146,thermal,thermal-rgb
pair_00204,673,2020-09-24T13:09:56.268000,27,12.097284150787146,thermal,thermal-rgb
pair_00205,673,2020-09-24T13:09:56.268000,27,12.097284150787146,thermal,thermal-rgb
pair_00206,673,2020-09-24T13:09:56.268000,27,12.097284150787146,thermal,thermal-rgb
pair_00207,697,2020-09-24T13:09:57.268000,28,15.061207944874866,thermal,thermal-rgb
pair_00208,697,2020-09-24T13:09:57.268000,28,15.061207944874866,thermal,thermal-rgb
pair_00209,697,2020-09-24T13:09:57.268000,28,15.061207944874866,thermal,thermal-rgb
pair_00210,697,2020-09-24T13:09:57.268000,28,15.061207944874866,thermal,thermal-rgb
pair_00211,697,2020-09-24T13:09:57.268000,28,15.061207944874866,thermal,thermal-rgb
pair_00212,697,2020-09-24T13:09:57.268000,28,15.061207944874866,thermal,thermal-rgb
pair_00213,697,2020-09-24T13:09:57.268000,28,15.061207944874866,thermal,thermal-rgb
pair_00214,697,2020-09-24T13:09:57.268000,28,15.061207944874866,thermal,thermal-rgb
pair_00215,722,2020-09-24T13:09:58.268000,29,1.6846372111913865,thermal,thermal-rgb
pair_00216,722,2020-09-24T13:09:58.268000,29,1.6846372111913865,thermal,thermal-rgb
pair_00217,722,2020-09-24T13:09:58.268000,29,1.6846372111913865,thermal,thermal-rgb
pair_00218,722,2020-09-24T13:09:58.268000,29,1.6846372111913865,thermal,thermal-rgb
pair_00219,722,2020-09-24T13:09:58.268000,29,1.6846372111913865,thermal,thermal-rgb
pair_00220,722,2020-09-24T13:09:58.268000,29,1.6846372111913865,thermal,thermal-rgb
pair_00221,722,2020-09-24T13:09:58.268000,29,1.6846372111913865,thermal,thermal-rgb
pair_00222,722,2020-09-24T13:09:58.268000,29,1.6846372111913865,thermal,thermal-rgb
pair_00223,747,2020-09-24T13:09:59.268000,30,11.691933522495646,thermal,thermal-rgb
pair_00224,747,2020-09-24T13:09:59.268000,30,11.691933522495646,thermal,thermal-rgb
pair_00225,747,2020-09-24T13:09:59.268000,30,11.691933522495646,thermal,thermal-rgb
pair_00226,747,2020-09-24T13:09:59.268000,30,11.691933522495646,thermal,thermal-rgb
pair_00227,747,2020-09-24T13:09:59.268000,30,11.691933522495646,thermal,thermal-rgb
pair_00228,747,2020-09-24T13:09:59.268000,30,11.691933522495646,thermal,thermal-rgb
pair_00229,747,2020-09-24T13:09:59.268000,30,11.691933522495646,thermal,thermal-rgb
pair_00230,771,2020-09-24T13:10:00.268000,31,15.46655857316992,thermal,thermal-rgb
pair_00231,771,2020-09-24T13:10:00.268000,31,15.46655857316992,thermal,thermal-rgb
pair_00232,771,2020-09-24T13:10:00.268000,31,15.46655857316992,thermal,thermal-rgb
pair_00233,771,2020-09-24T13:10:00.268000,31,15.46655857316992,thermal,thermal-rgb
pair_00234,771,2020-09-24T13:10:00.268000,31,15.46655857316992,thermal,thermal-rgb
pair_00235,771,2020-09-24T13:10:00.268000,31,15.46655857316992,thermal,thermal-rgb
pair_00236,771,2020-09-24T13:10:00.268000,31,15.46655857316992,thermal,thermal-rgb
pair_00237,771,2020-09-24T13:10:00.268000,31,15.46655857316992,thermal,thermal-rgb
pair_00238,796,2020-09-24T13:10:01.268000,32,2.0899878394828875,thermal,thermal-rgb
pair_00239,796,2020-09-24T13:10:01.268000,32,2.0899878394828875,thermal,thermal-rgb
pair_00240,796,2020-09-24T13:10:01.268000,32,2.0899878394828875,thermal,thermal-rgb
pair_00241,796,2020-09-24T13:10:01.268000,32,2.0899878394828875,thermal,thermal-rgb
pair_00242,796,2020-09-24T13:10:01.268000,32,2.0899878394828875,thermal,thermal-rgb
pair_00243,796,2020-09-24T13:10:01.268000,32,2.0899878394828875,thermal,thermal-rgb
pair_00244,796,2020-09-24T13:10:01.268000,32,2.0899878394828875,thermal,thermal-rgb
pair_00245,796,2020-09-24T13:10:01.268000,32,2.0899878394828875,thermal,thermal-rgb
pair_00246,821,2020-09-24T13:10:02.268000,33,11.286582894200592,thermal,thermal-rgb
pair_00247,821,2020-09-24T13:10:02.268000,33,11.286582894200592,thermal,thermal-rgb
pair_00248,821,2020-09-24T13:10:02.268000,33,11.286582894200592,thermal,thermal-rgb
pair_00249,821,2020-09-24T13:10:02.268000,33,11.286582894200592,thermal,thermal-rgb
pair_00250,821,2020-09-24T13:10:02.268000,33,11.286582894200592,thermal,thermal-rgb
pair_00251,821,2020-09-24T13:10:02.268000,33,11.286582894200592,thermal,thermal-rgb
pair_00252,821,2020-09-24T13:10:02.268000,33,11.286582894200592,thermal,thermal-rgb
pair_00253,821,2020-09-24T13:10:02.268000,33,11.286582894200592,thermal,thermal-rgb
pair_00254,845,2020-09-24T13:10:03.268000,34,15.871909201464973,thermal,thermal-rgb
pair_00255,845,2020-09-24T13:10:03.268000,34,15.871909201464973,thermal,thermal-rgb
pair_00256,845,2020-09-24T13:10:03.268000,34,15.871909201464973,thermal,thermal-rgb
pair_00257,845,2020-09-24T13:10:03.268000,34,15.871909201464973,thermal,thermal-rgb
pair_00258,845,2020-09-24T13:10:03.268000,34,15.871909201464973,thermal,thermal-rgb
pair_00259,845,2020-09-24T13:10:03.268000,34,15.871909201464973,thermal,thermal-rgb
pair_00260,845,2020-09-24T13:10:03.268000,34,15.871909201464973,thermal,thermal-rgb
pair_00261,845,2020-09-24T13:10:03.268000,34,15.871909201464973,thermal,thermal-rgb
pair_00262,870,2020-09-24T13:10:04.268000,35,2.4953384677743884,thermal,thermal-rgb
pair_00263,870,2020-09-24T13:10:04.268000,35,2.4953384677743884,thermal,thermal-rgb
pair_00264,870,2020-09-24T13:10:04.268000,35,2.4953384677743884,thermal,thermal-rgb
pair_00265,870,2020-09-24T13:10:04.268000,35,2.4953384677743884,thermal,thermal-rgb
pair_00266,870,2020-09-24T13:10:04.268000,35,2.4953384677743884,thermal,thermal-rgb
pair_00267,870,2020-09-24T13:10:04.268000,35,2.4953384677743884,thermal,thermal-rgb
pair_00268,870,2020-09-24T13:10:04.268000,35,2.4953384677743884,thermal,thermal-rgb
pair_00269,895,2020-09-24T13:10:05.268000,36,10.881232265909091,thermal,thermal-rgb
pair_00270,895,2020-09-24T13:10:05.268000,36,10.881232265909091,thermal,thermal-rgb
pair_00271,895,2020-09-24T13:10:05.268000,36,10.881232265909091,thermal,thermal-rgb
pair_00272,895,2020-09-24T13:10:05.268000,36,10.881232265909091,thermal,thermal-rgb
pair_00273,895,2020-09-24T13:10:05.268000,36,10.881232265909091,thermal,thermal-rgb
pair_00274,895,2020-09-24T13:10:05.268000,36,10.881232265909091,thermal,thermal-rgb
pair_00275,895,2020-09-24T13:10:05.268000,36,10.881232265909091,thermal,thermal-rgb
pair_00276,895,2020-09-24T13:10:05.268000,36,10.881232265909091,thermal,thermal-rgb
pair_00277,919,2020-09-24T13:10:06.268000,37,16.277259829756474,thermal,thermal-rgb
pair_00278,919,2020-09-24T13:10:06.268000,37,16.277259829756474,thermal,thermal-rgb
pair_00279,919,2020-09-24T13:10:06.268000,37,16.277259829756474,thermal,thermal-rgb
pair_00280,919,2020-09-24T13:10:06.268000,37,16.277259829756474,thermal,thermal-rgb
pair_00281,919,2020-09-24T13:10:06.268000,37,16.277259829756474,thermal,thermal-rgb
pair_00282,919,2020-09-24T13:10:06.268000,37,16.277259829756474,thermal,thermal-rgb
pair_00283,919,2020-09-24T13:10:06.268000,37,16.277259829756474,thermal,thermal-rgb
pair_00284,919,2020-09-24T13:10:06.268000,37,16.277259829756474,thermal,thermal-rgb
pair_00285,944,2020-09-24T13:10:07.268000,38,2.9006890960729947,thermal,thermal-rgb
pair_00286,944,2020-09-24T13:10:07.268000,38,2.9006890960729947,thermal,thermal-rgb
pair_00287,944,2020-09-24T13:10:07.268000,38,2.9006890960729947,thermal,thermal-rgb
pair_00288,944,2020-09-24T13:10:07.268000,38,2.9006890960729947,thermal,thermal-rgb
pair_00289,944,2020-09-24T13:10:07.268000,38,2.9006890960729947,thermal,thermal-rgb
pair_00290,944,2020-09-24T13:10:07.268000,38,2.9006890960729947,thermal,thermal-rgb
pair_00291,944,2020-09-24T13:10:07.268000,38,2.9006890960729947,thermal,thermal-rgb
pair_00292,944,2020-09-24T13:10:07.268000,38,2.9006890960729947,thermal,thermal-rgb
pair_00293,969,2020-09-24T13:10:08.268000,39,10.475881637610485,thermal,thermal-rgb
pair_00294,969,2020-09-24T13:10:08.268000,39,10.475881637610485,thermal,thermal-rgb
pair_00295,969,2020-09-24T13:10:08.268000,39,10.475881637610485,thermal,thermal-rgb
pair_00296,969,2020-09-24T13:10:08.268000,39,10.475881637610485,thermal,thermal-rgb
pair_00297,969,2020-09-24T13:10:08.268000,39,10.475881637610485,thermal,thermal-rgb
pair_00298,969,2020-09-24T13:10:08.268000,39,10.475881637610485,thermal,thermal-rgb
pair_00299,969,2020-09-24T13:10:08.268000,39,10.475881637610485,thermal,thermal-rgb
