pair_id,rgb_frame_idx,timestamp,rgb_error_ms,label,modality
pair_00036,148,2020-09-24T13:09:35,0.8107012565874427,thermal,thermal-rgb
pair_00037,151,2020-09-24T13:09:35.125000,4.205512768545638,thermal,thermal-rgb
pair_00038,154,2020-09-24T13:09:35.250000,7.600324280502946,thermal,thermal-rgb
pair_00039,157,2020-09-24T13:09:35.375000,10.995135792461141,thermal,thermal-rgb
pair_00040,160,2020-09-24T13:09:35.500000,14.389947304418449,thermal,thermal-rgb
pair_00041,163,2020-09-24T13:09:35.625000,17.784758816376645,thermal,thermal-rgb
pair_00042,167,2020-09-24T13:09:35.750000,19.355492501013316,thermal,thermal-rgb
pair_00043,170,2020-09-24T13:09:35.875000,15.96068098905512,thermal,thermal-rgb
pair_00044,173,2020-09-24T13:09:36,12.565869477096925,thermal,thermal-rgb
pair_00045,176,2020-09-24T13:09:36.125000,9.171057965139617,thermal,thermal-rgb
pair_00046,179,2020-09-24T13:09:36.250000,5.776246453181422,thermal,thermal-rgb
pair_00047,182,2020-09-24T13:09:36.375000,2.381434941223226,thermal,thermal-rgb
pair_00048,185,2020-09-24T13:09:36.500000,1.0133765707340814,thermal,thermal-rgb
pair_00049,188,2020-09-24T13:09:36.625000,4.408188082692277,thermal,thermal-rgb
pair_00050,197,2020-09-24T13:09:37,14.592622618565976,thermal,thermal-rgb
pair_00051,200,2020-09-24T13:09:37.125000,17.987434130523283,thermal,thermal-rgb
pair_00052,204,2020-09-24T13:09:37.250000,19.15281718686579,thermal,thermal-rgb
pair_00053,207,2020-09-24T13:09:37.375000,15.758005674907594,thermal,thermal-rgb
pair_00054,210,2020-09-24T13:09:37.500000,12.363194162951174,thermal,thermal-rgb
pair_00055,213,2020-09-24T13:09:37.625000,8.968382650992979,thermal,thermal-rgb
pair_00056,216,2020-09-24T13:09:37.750000,5.573571139034783,thermal,thermal-rgb
pair_00057,219,2020-09-24T13:09:37.875000,2.1787596270765874,thermal,thermal-rgb
pair_00058,222,2020-09-24T13:09:38,1.2160518848816082,thermal,thermal-rgb
pair_00059,225,2020-09-24T13:09:38.125000,4.6108633968380275,thermal,thermal-rgb
pair_00060,228,2020-09-24T13:09:38.250000,8.005674908796223,thermal,thermal-rgb
pair_00061,231,2020-09-24T13:09:38.375000,11.400486420754419,thermal,thermal-rgb
pair_00062,234,2020-09-24T13:09:38.500000,14.795297932712614,thermal,thermal-rgb
pair_00063,237,2020-09-24T13:09:38.625000,18.19010944467081,thermal,thermal-rgb
pair_00064,241,2020-09-24T13:09:38.750000,18.95014187272004,thermal,thermal-rgb
pair_00065,244,2020-09-24T13:09:38.875000,15.555330360761843,thermal,thermal-rgb
pair_00066,247,2020-09-24T13:09:39,12.160518848803648,thermal,thermal-rgb
pair_00067,250,2020-09-24T13:09:39.125000,8.765707336845452,thermal,thermal-rgb
pair_00068,253,2020-09-24T13:09:39.250000,5.370895824887256,thermal,thermal-rgb
pair_00069,256,2020-09-24T13:09:39.375000,1.976084312930837,thermal,thermal-rgb
pair_00070,259,2020-09-24T13:09:39.500000,1.4187271990273587,thermal,thermal-rgb
pair_00071,262,2020-09-24T13:09:39.625000,4.813538710985554,thermal,thermal-rgb
pair_00072,265,2020-09-24T13:09:39.750000,8.20835022294375,thermal,thermal-rgb
pair_00073,268,2020-09-24T13:09:39.875000,11.603161734901946,thermal,thermal-rgb
pair_00074,271,2020-09-24T13:09:40,14.997973246860141,thermal,thermal-rgb
pair_00075,274,2020-09-24T13:09:40.125000,18.39278475881656,thermal,thermal-rgb
pair_00076,278,2020-09-24T13:09:40.250000,18.747466558572512,thermal,thermal-rgb
pair_00077,281,2020-09-24T13:09:40.375000,15.352655046614316,thermal,thermal-rgb
pair_00078,284,2020-09-24T13:09:40.500000,11.95784353465612,thermal,thermal-rgb
pair_00079,287,2020-09-24T13:09:40.625000,8.563032022699701,thermal,thermal-rgb
pair_00080,290,2020-09-24T13:09:40.750000,5.168220510741506,thermal,thermal-rgb
pair_00081,296,2020-09-24T13:09:41,1.6214025131748855,thermal,thermal-rgb
pair_00082,299,2020-09-24T13:09:41.125000,5.016214025133081,thermal,thermal-rgb
pair_00083,302,2020-09-24T13:09:41.250000,8.411025537091277,thermal,thermal-rgb
pair_00084,305,2020-09-24T13:09:41.375000,11.805837049047696,thermal,thermal-rgb
pair_00085,308,2020-09-24T13:09:41.500000,15.200648561005892,thermal,thermal-rgb
pair_00086,311,2020-09-24T13:09:41.625000,18.595460072964087,thermal,thermal-rgb
pair_00087,315,2020-09-24T13:09:41.750000,18.544791244424985,thermal,thermal-rgb
pair_00088,318,2020-09-24T13:09:41.875000,15.149979732468566,thermal,thermal-rgb
pair_00089,321,2020-09-24T13:09:42,11.75516822051037,thermal,thermal-rgb
pair_00090,324,2020-09-24T13:09:42.125000,8.360356708552175,thermal,thermal-rgb
pair_00091,327,2020-09-24T13:09:42.250000,4.965545196593979,thermal,thermal-rgb
pair_00092,330,2020-09-24T13:09:42.375000,1.5707336846357833,thermal,thermal-rgb
pair_00093,333,2020-09-24T13:09:42.500000,1.8240778273224123,thermal,thermal-rgb
pair_00094,336,2020-09-24T13:09:42.625000,5.218889339278832,thermal,thermal-rgb
pair_00095,339,2020-09-24T13:09:42.750000,8.613700851237027,thermal,thermal-rgb
pair_00096,345,2020-09-24T13:09:43,15.403323875153418,thermal,thermal-rgb
pair_00097,348,2020-09-24T13:09:43.125000,18.798135387111614,thermal,thermal-rgb
pair_00098,352,2020-09-24T13:09:43.250000,18.342115930279235,thermal,thermal-rgb
pair_00099,355,2020-09-24T13:09:43.375000,14.947304418321039,thermal,thermal-rgb
pair_00100,358,2020-09-24T13:09:43.500000,11.552492906362843,thermal,thermal-rgb
pair_00101,361,2020-09-24T13:09:43.625000,8.157681394404648,thermal,thermal-rgb
pair_00102,364,2020-09-24T13:09:43.750000,4.762869882446452,thermal,thermal-rgb
pair_00103,367,2020-09-24T13:09:43.875000,1.3680583704900329,thermal,thermal-rgb
pair_00104,370,2020-09-24T13:09:44,2.0267531414681628,thermal,thermal-rgb
pair_00105,373,2020-09-24T13:09:44.125000,5.421564653426358,thermal,thermal-rgb
pair_00106,376,2020-09-24T13:09:44.250000,8.816376165384554,thermal,thermal-rgb
pair_00107,379,2020-09-24T13:09:44.375000,12.21118767734275,thermal,thermal-rgb
pair_00108,382,2020-09-24T13:09:44.500000,15.605999189299169,thermal,thermal-rgb
pair_00109,385,2020-09-24T13:09:44.625000,19.000810701257365,thermal,thermal-rgb
pair_00110,389,2020-09-24T13:09:44.750000,18.139440616131708,thermal,thermal-rgb
pair_00111,392,2020-09-24T13:09:44.875000,14.744629104173512,thermal,thermal-rgb
pair_00112,395,2020-09-24T13:09:45,11.349817592215317,thermal,thermal-rgb
pair_00113,398,2020-09-24T13:09:45.125000,7.955006080258897,thermal,thermal-rgb
pair_00114,401,2020-09-24T13:09:45.250000,4.560194568298925,thermal,thermal-rgb
pair_00115,404,2020-09-24T13:09:45.375000,1.165383056342506,thermal,thermal-rgb
pair_00116,407,2020-09-24T13:09:45.500000,2.2294284556139132,thermal,thermal-rgb
pair_00117,410,2020-09-24T13:09:45.625000,5.624239967573885,thermal,thermal-rgb
pair_00118,413,2020-09-24T13:09:45.750000,9.019051479530305,thermal,thermal-rgb
pair_00119,416,2020-09-24T13:09:45.875000,12.413862991490276,thermal,thermal-rgb
pair_00120,419,2020-09-24T13:09:46,15.808674503446696,thermal,thermal-rgb
pair_00121,422,2020-09-24T13:09:46.125000,19.203486015403115,thermal,thermal-rgb
pair_00122,426,2020-09-24T13:09:46.250000,17.936765301985957,thermal,thermal-rgb
pair_00123,429,2020-09-24T13:09:46.375000,14.541953790025985,thermal,thermal-rgb
pair_00124,432,2020-09-24T13:09:46.500000,11.147142278069566,thermal,thermal-rgb
pair_00125,435,2020-09-24T13:09:46.625000,7.752330766113147,thermal,thermal-rgb
pair_00126,438,2020-09-24T13:09:46.750000,4.357519254153175,thermal,thermal-rgb
pair_00127,444,2020-09-24T13:09:47,2.4321037697632164,thermal,thermal-rgb
pair_00128,447,2020-09-24T13:09:47.125000,5.826915281719636,thermal,thermal-rgb
pair_00129,450,2020-09-24T13:09:47.250000,9.221726793676055,thermal,thermal-rgb
pair_00130,453,2020-09-24T13:09:47.375000,12.616538305636027,thermal,thermal-rgb
pair_00131,456,2020-09-24T13:09:47.500000,16.011349817592446,thermal,thermal-rgb
pair_00132,459,2020-09-24T13:09:47.625000,19.40616132955242,thermal,thermal-rgb
pair_00133,463,2020-09-24T13:09:47.750000,17.734089987836654,thermal,thermal-rgb
pair_00134,466,2020-09-24T13:09:47.875000,14.339278475880235,thermal,thermal-rgb
pair_00135,469,2020-09-24T13:09:48,10.944466963923816,thermal,thermal-rgb
pair_00136,472,2020-09-24T13:09:48.125000,7.549655451963844,thermal,thermal-rgb
pair_00137,475,2020-09-24T13:09:48.250000,4.154843940007424,thermal,thermal-rgb
pair_00138,478,2020-09-24T13:09:48.375000,0.7600324280474524,thermal,thermal-rgb
pair_00139,481,2020-09-24T13:09:48.500000,2.634779083908967,thermal,thermal-rgb
pair_00140,484,2020-09-24T13:09:48.625000,6.029590595865386,thermal,thermal-rgb
pair_00141,487,2020-09-24T13:09:48.750000,9.424402107825358,thermal,thermal-rgb
pair_00142,490,2020-09-24T13:09:48.875000,12.819213619781777,thermal,thermal-rgb
pair_00143,493,2020-09-24T13:09:49,16.21402513174175,thermal,thermal-rgb
pair_00144,496,2020-09-24T13:09:49.125000,19.60883664369817,thermal,thermal-rgb
pair_00145,500,2020-09-24T13:09:49.250000,17.531414673690904,thermal,thermal-rgb
pair_00146,503,2020-09-24T13:09:49.375000,14.136603161734485,thermal,thermal-rgb
pair_00147,506,2020-09-24T13:09:49.500000,10.741791649774513,thermal,thermal-rgb
pair_00148,509,2020-09-24T13:09:49.625000,7.346980137818093,thermal,thermal-rgb
pair_00149,512,2020-09-24T13:09:49.750000,3.952168625861674,thermal,thermal-rgb
pair_00150,518,2020-09-24T13:09:50,2.8374543980547173,thermal,thermal-rgb
pair_00151,521,2020-09-24T13:09:50.125000,6.232265910014689,thermal,thermal-rgb
pair_00152,524,2020-09-24T13:09:50.250000,9.627077421971109,thermal,thermal-rgb
pair_00153,527,2020-09-24T13:09:50.375000,13.02188893393108,thermal,thermal-rgb
pair_00154,530,2020-09-24T13:09:50.500000,16.4167004458875,thermal,thermal-rgb
pair_00155,533,2020-09-24T13:09:50.625000,19.81151195784392,thermal,thermal-rgb
pair_00156,537,2020-09-24T13:09:50.750000,17.328739359545153,thermal,thermal-rgb
pair_00157,540,2020-09-24T13:09:50.875000,13.933927847585181,thermal,thermal-rgb
pair_00158,543,2020-09-24T13:09:51,10.539116335628762,thermal,thermal-rgb
pair_00159,546,2020-09-24T13:09:51.125000,7.144304823672343,thermal,thermal-rgb
pair_00160,549,2020-09-24T13:09:51.250000,3.7494933117123708,thermal,thermal-rgb
pair_00161,552,2020-09-24T13:09:51.375000,0.3546817997559515,thermal,thermal-rgb
pair_00162,555,2020-09-24T13:09:51.500000,3.0401297122040205,thermal,thermal-rgb
pair_00163,558,2020-09-24T13:09:51.625000,6.43494122416044,thermal,thermal-rgb
pair_00164,561,2020-09-24T13:09:51.750000,9.829752736116859,thermal,thermal-rgb
pair_00165,564,2020-09-24T13:09:51.875000,13.224564248076831,thermal,thermal-rgb
pair_00166,567,2020-09-24T13:09:52,16.61937576003325,thermal,thermal-rgb
pair_00167,570,2020-09-24T13:09:52.125000,20.014187271993222,thermal,thermal-rgb
pair_00168,574,2020-09-24T13:09:52.250000,17.126064045399403,thermal,thermal-rgb
pair_00169,577,2020-09-24T13:09:52.375000,13.73125253343943,thermal,thermal-rgb
pair_00170,580,2020-09-24T13:09:52.500000,10.336441021483012,thermal,thermal-rgb
pair_00171,583,2020-09-24T13:09:52.625000,6.94162950952304,thermal,thermal-rgb
pair_00172,586,2020-09-24T13:09:52.750000,3.5468179975666203,thermal,thermal-rgb
pair_00173,589,2020-09-24T13:09:52.875000,0.1520064856066483,thermal,thermal-rgb
pair_00174,592,2020-09-24T13:09:53,3.242805026349771,thermal,thermal-rgb
pair_00175,595,2020-09-24T13:09:53.125000,6.63761653830619,thermal,thermal-rgb
pair_00176,598,2020-09-24T13:09:53.250000,10.032428050266162,thermal,thermal-rgb
pair_00177,601,2020-09-24T13:09:53.375000,13.427239562222582,thermal,thermal-rgb
pair_00178,604,2020-09-24T13:09:53.500000,16.822051074182554,thermal,thermal-rgb
pair_00179,607,2020-09-24T13:09:53.625000,20.216862586138973,thermal,thermal-rgb
pair_00180,611,2020-09-24T13:09:53.750000,16.9233887312501,thermal,thermal-rgb
pair_00181,614,2020-09-24T13:09:53.875000,13.52857721929368,thermal,thermal-rgb
pair_00182,617,2020-09-24T13:09:54,10.133765707333708,thermal,thermal-rgb
pair_00183,620,2020-09-24T13:09:54.125000,6.738954195377289,thermal,thermal-rgb
pair_00184,623,2020-09-24T13:09:54.250000,3.34414268342087,thermal,thermal-rgb
pair_00185,626,2020-09-24T13:09:54.375000,0.05066882853910215,thermal,thermal-rgb
pair_00186,629,2020-09-24T13:09:54.500000,3.4454803404955214,thermal,thermal-rgb
pair_00187,632,2020-09-24T13:09:54.625000,6.840291852455493,thermal,thermal-rgb
pair_00188,635,2020-09-24T13:09:54.750000,10.235103364411913,thermal,thermal-rgb
pair_00189,638,2020-09-24T13:09:54.875000,13.629914876368332,thermal,thermal-rgb
pair_00190,641,2020-09-24T13:09:55,17.024726388328304,thermal,thermal-rgb
pair_00191,645,2020-09-24T13:09:55.125000,20.11552492906077,thermal,thermal-rgb
pair_00192,648,2020-09-24T13:09:55.250000,16.72071341710435,thermal,thermal-rgb
pair_00193,651,2020-09-24T13:09:55.375000,13.325901905144377,thermal,thermal-rgb
pair_00194,654,2020-09-24T13:09:55.500000,9.931090393187958,thermal,thermal-rgb
pair_00195,657,2020-09-24T13:09:55.625000,6.536278881231539,thermal,thermal-rgb
pair_00196,660,2020-09-24T13:09:55.750000,3.1414673692715667,thermal,thermal-rgb
pair_00197,663,2020-09-24T13:09:55.875000,0.2533441426848526,thermal,thermal-rgb
pair_00198,666,2020-09-24T13:09:56,3.6481556546448246,thermal,thermal-rgb
pair_00199,669,2020-09-24T13:09:56.125000,7.042967166601244,thermal,thermal-rgb
pair_00200,672,2020-09-24T13:09:56.250000,10.437778678557663,thermal,thermal-rgb
pair_00201,675,2020-09-24T13:09:56.375000,13.832590190517635,thermal,thermal-rgb
pair_00202,678,2020-09-24T13:09:56.500000,17.227401702474054,thermal,thermal-rgb
pair_00203,682,2020-09-24T13:09:56.625000,19.912849614915018,thermal,thermal-rgb
pair_00204,685,2020-09-24T13:09:56.750000,16.5180381029586,thermal,thermal-rgb
pair_00205,691,2020-09-24T13:09:57,9.728415079042207,thermal,thermal-rgb
pair_00206,694,2020-09-24T13:09:57.125000,6.3336035670822355,thermal,thermal-rgb
pair_00207,697,2020-09-24T13:09:57.250000,2.938792055125816,thermal,thermal-rgb
pair_00208,700,2020-09-24T13:09:57.375000,0.4560194568306031,thermal,thermal-rgb
pair_00209,703,2020-09-24T13:09:57.500000,3.850830968790575,thermal,thermal-rgb
pair_00210,706,2020-09-24T13:09:57.625000,7.245642480746994,thermal,thermal-rgb
pair_00211,709,2020-09-24T13:09:57.750000,10.640453992706966,thermal,thermal-rgb
pair_00212,712,2020-09-24T13:09:57.875000,14.035265504663386,thermal,thermal-rgb
pair_00213,715,2020-09-24T13:09:58,17.430077016619805,thermal,thermal-rgb
pair_00214,719,2020-09-24T13:09:58.125000,19.710174300769268,thermal,thermal-rgb
pair_00215,722,2020-09-24T13:09:58.250000,16.315362788809296,thermal,thermal-rgb
pair_00216,725,2020-09-24T13:09:58.375000,12.920551276852876,thermal,thermal-rgb
pair_00217,728,2020-09-24T13:09:58.500000,9.525739764892904,thermal,thermal-rgb
pair_00218,731,2020-09-24T13:09:58.625000,6.130928252936485,thermal,thermal-rgb
pair_00219,734,2020-09-24T13:09:58.750000,2.7361167409800657,thermal,thermal-rgb
pair_00220,737,2020-09-24T13:09:58.875000,0.6586947709799063,thermal,thermal-rgb
pair_00221,740,2020-09-24T13:09:59,4.0535062829363255,thermal,thermal-rgb
pair_00222,743,2020-09-24T13:09:59.125000,7.4483177948962975,thermal,thermal-rgb
pair_00223,746,2020-09-24T13:09:59.250000,10.843129306852717,thermal,thermal-rgb
pair_00224,749,2020-09-24T13:09:59.375000,14.237940818809136,thermal,thermal-rgb
pair_00225,752,2020-09-24T13:09:59.500000,17.632752330769108,thermal,thermal-rgb
pair_00226,756,2020-09-24T13:09:59.625000,19.507498986619964,thermal,thermal-rgb
pair_00227,759,2020-09-24T13:09:59.750000,16.112687474663545,thermal,thermal-rgb
pair_00228,765,2020-09-24T13:10:00,9.323064450747154,thermal,thermal-rgb
pair_00229,768,2020-09-24T13:10:00.125000,5.928252938790735,thermal,thermal-rgb
pair_00230,771,2020-09-24T13:10:00.250000,2.5334414268307626,thermal,thermal-rgb
pair_00231,774,2020-09-24T13:10:00.375000,0.8613700851256567,thermal,thermal-rgb
pair_00232,777,2020-09-24T13:10:00.500000,4.256181597082076,thermal,thermal-rgb
pair_00233,780,2020-09-24T13:10:00.625000,7.650993109042048,thermal,thermal-rgb
pair_00234,783,2020-09-24T13:10:00.750000,11.045804620998467,thermal,thermal-rgb
pair_00235,786,2020-09-24T13:10:00.875000,14.44061613295844,thermal,thermal-rgb
pair_00236,789,2020-09-24T13:10:01,17.83542764491486,thermal,thermal-rgb
pair_00237,793,2020-09-24T13:10:01.125000,19.304823672477767,thermal,thermal-rgb
pair_00238,796,2020-09-24T13:10:01.250000,15.910012160517795,thermal,thermal-rgb
pair_00239,799,2020-09-24T13:10:01.375000,12.515200648557823,thermal,thermal-rgb
pair_00240,802,2020-09-24T13:10:01.500000,9.12038913659785,thermal,thermal-rgb
pair_00241,805,2020-09-24T13:10:01.625000,5.725577624644984,thermal,thermal-rgb
pair_00242,808,2020-09-24T13:10:01.750000,2.330766112685012,thermal,thermal-rgb
pair_00243,811,2020-09-24T13:10:01.875000,1.06404539927496,thermal,thermal-rgb
pair_00244,814,2020-09-24T13:10:02,4.4588569112278265,thermal,thermal-rgb
pair_00245,817,2020-09-24T13:10:02.125000,7.8536684231877985,thermal,thermal-rgb
pair_00246,820,2020-09-24T13:10:02.250000,11.24847993514777,thermal,thermal-rgb
pair_00247,823,2020-09-24T13:10:02.375000,14.643291447100637,thermal,thermal-rgb
pair_00248,826,2020-09-24T13:10:02.500000,18.03810295906061,thermal,thermal-rgb
pair_00249,830,2020-09-24T13:10:02.625000,19.102148358328463,thermal,thermal-rgb
pair_00250,833,2020-09-24T13:10:02.750000,15.707336846368491,thermal,thermal-rgb
pair_00251,836,2020-09-24T13:10:02.875000,12.31252533440852,thermal,thermal-rgb
pair_00252,839,2020-09-24T13:10:03,8.917713822455653,thermal,thermal-rgb
pair_00253,842,2020-09-24T13:10:03.125000,5.522902310495681,thermal,thermal-rgb
pair_00254,845,2020-09-24T13:10:03.250000,2.128090798535709,thermal,thermal-rgb
pair_00255,848,2020-09-24T13:10:03.375000,1.2667207134171576,thermal,thermal-rgb
pair_00256,851,2020-09-24T13:10:03.500000,4.66153222537713,thermal,thermal-rgb
pair_00257,854,2020-09-24T13:10:03.625000,8.056343737337102,thermal,thermal-rgb
pair_00258,857,2020-09-24T13:10:03.750000,11.451155249289968,thermal,thermal-rgb
pair_00259,860,2020-09-24T13:10:03.875000,14.84596676124994,thermal,thermal-rgb
pair_00260,863,2020-09-24T13:10:04,18.240778273209912,thermal,thermal-rgb
pair_00261,867,2020-09-24T13:10:04.125000,18.89947304417916,thermal,thermal-rgb
pair_00262,870,2020-09-24T13:10:04.250000,15.504661532226294,thermal,thermal-rgb
pair_00263,873,2020-09-24T13:10:04.375000,12.109850020266322,thermal,thermal-rgb
pair_00264,876,2020-09-24T13:10:04.500000,8.71503850830635,thermal,thermal-rgb
pair_00265,879,2020-09-24T13:10:04.625000,5.320226996346378,thermal,thermal-rgb
pair_00266,882,2020-09-24T13:10:04.750000,1.9254154843935112,thermal,thermal-rgb
pair_00267,888,2020-09-24T13:10:05,4.864207539526433,thermal,thermal-rgb
pair_00268,891,2020-09-24T13:10:05.125000,8.2590190514793,thermal,thermal-rgb
pair_00269,894,2020-09-24T13:10:05.250000,11.653830563439271,thermal,thermal-rgb
pair_00270,897,2020-09-24T13:10:05.375000,15.048642075399243,thermal,thermal-rgb
pair_00271,900,2020-09-24T13:10:05.500000,18.44345358735211,thermal,thermal-rgb
pair_00272,904,2020-09-24T13:10:05.625000,18.696797730036963,thermal,thermal-rgb
pair_00273,907,2020-09-24T13:10:05.750000,15.30198621807699,thermal,thermal-rgb
pair_00274,910,2020-09-24T13:10:05.875000,11.907174706117019,thermal,thermal-rgb
pair_00275,913,2020-09-24T13:10:06,8.512363194157047,thermal,thermal-rgb
pair_00276,916,2020-09-24T13:10:06.125000,5.11755168220418,thermal,thermal-rgb
pair_00277,919,2020-09-24T13:10:06.250000,1.722740170244208,thermal,thermal-rgb
pair_00278,922,2020-09-24T13:10:06.375000,1.672071341715764,thermal,thermal-rgb
pair_00279,925,2020-09-24T13:10:06.500000,5.066882853668631,thermal,thermal-rgb
pair_00280,928,2020-09-24T13:10:06.625000,8.461694365628603,thermal,thermal-rgb
pair_00281,931,2020-09-24T13:10:06.750000,11.856505877588575,thermal,thermal-rgb
pair_00282,934,2020-09-24T13:10:06.875000,15.251317389541441,thermal,thermal-rgb
pair_00283,937,2020-09-24T13:10:07,18.646128901501413,thermal,thermal-rgb
pair_00284,941,2020-09-24T13:10:07.125000,18.49412241588766,thermal,thermal-rgb
pair_00285,944,2020-09-24T13:10:07.250000,15.099310903927687,thermal,thermal-rgb
pair_00286,947,2020-09-24T13:10:07.375000,11.70449939197482,thermal,thermal-rgb
pair_00287,950,2020-09-24T13:10:07.500000,8.309687880014849,thermal,thermal-rgb
pair_00288,953,2020-09-24T13:10:07.625000,4.914876368054877,thermal,thermal-rgb
pair_00289,956,2020-09-24T13:10:07.750000,1.5200648560949048,thermal,thermal-rgb
pair_00290,959,2020-09-24T13:10:07.875000,1.8747466558579617,thermal,thermal-rgb
pair_00291,962,2020-09-24T13:10:08,5.269558167817934,thermal,thermal-rgb
pair_00292,965,2020-09-24T13:10:08.125000,8.664369679777906,thermal,thermal-rgb
pair_00293,968,2020-09-24T13:10:08.250000,12.059181191730772,thermal,thermal-rgb
pair_00294,971,2020-09-24T13:10:08.375000,15.453992703690744,thermal,thermal-rgb
pair_00295,974,2020-09-24T13:10:08.500000,18.848804215650716,thermal,thermal-rgb
pair_00296,978,2020-09-24T13:10:08.625000,18.291447101738356,thermal,thermal-rgb
pair_00297,981,2020-09-24T13:10:08.750000,14.89663558978549,thermal,thermal-rgb
pair_00298,984,2020-09-24T13:10:08.875000,11.501824077825518,thermal,thermal-rgb
pair_00299,987,2020-09-24T13:10:09,8.107012565865546,thermal,thermal-rgb
pair_00300,990,2020-09-24T13:10:09.125000,4.712201053905574,thermal,thermal-rgb
pair_00301,993,2020-09-24T13:10:09.250000,1.317389541952707,thermal,thermal-rgb
pair_00302,996,2020-09-24T13:10:09.375000,2.077421970007265,thermal,thermal-rgb
pair_00303,999,2020-09-24T13:10:09.500000,5.472233481967237,thermal,thermal-rgb
pair_00304,1002,2020-09-24T13:10:09.625000,8.867044993920103,thermal,thermal-rgb
pair_00305,1005,2020-09-24T13:10:09.750000,12.261856505880075,thermal,thermal-rgb
pair_00306,1008,2020-09-24T13:10:09.875000,15.656668017840047,thermal,thermal-rgb
pair_00307,1011,2020-09-24T13:10:10,19.051479529792914,thermal,thermal-rgb
pair_00308,1015,2020-09-24T13:10:10.125000,18.08877178759616,thermal,thermal-rgb
pair_00309,1018,2020-09-24T13:10:10.250000,14.693960275636186,thermal,thermal-rgb
pair_00310,1021,2020-09-24T13:10:10.375000,11.299148763676214,thermal,thermal-rgb
pair_00311,1024,2020-09-24T13:10:10.500000,7.904337251723348,thermal,thermal-rgb
pair_00312,1027,2020-09-24T13:10:10.625000,4.509525739763376,thermal,thermal-rgb
pair_00313,1030,2020-09-24T13:10:10.750000,1.114714227803404,thermal,thermal-rgb
pair_00314,1036,2020-09-24T13:10:11,5.674908796109435,thermal,thermal-rgb
pair_00315,1039,2020-09-24T13:10:11.125000,9.069720308069407,thermal,thermal-rgb
pair_00316,1042,2020-09-24T13:10:11.250000,12.464531820029379,thermal,thermal-rgb
pair_00317,1045,2020-09-24T13:10:11.375000,15.859343331982245,thermal,thermal-rgb
